codigo;nome
8907;Reabsorção óssea diminuída
8911;Calcificação da valva aórtica
8965;Ereção peniana espontânea
8982;Necrose do sistema nervoso central
8999;Trombose no local da perfusão
9026;Cetose diabética
9060;Obstrução duodenal
9090;Fuga de ideias
9093;Hemorragia brônquica
9117;Inchaço genital
9135;Esteatose cardíaca
9163;Transformação cavernosa da veia cavernosa
9164;Oclusão da veia cavernosa
9214;Mácula no local de injeção
9220;Imobilização do membro
9258;Erupção cutânea no local de perfusão
9271;Hemorragia dos seios paranasais
9297;Hematoma medular
9307;Síndrome do homem vermelho
9343;Lesão esplênica
9347;Excisão de cicatriz
9355;Vulvovaginite
9391;Linfadenopatia dermatopática
9410;Colapso do ventrículo cerebral
9418;Oclusão da veia cava superior
9419;Morte acidental
9420;Neoplasia maligna das glândulas sudoríparas
9423;Vasculite nodular
9496;Inserção do dispositivo de diálise
9497;Falha do enxerto
9522;Coma hiperglicêmico diabético
9548;Infiltração linfocítica
9560;Bradypneia
9635;Exame neurológico anormal
9657;Início súbito do sono
9681;Desordem do cristalino
9716;Perfuração de úlcera intestinal grossa
9727;Boates
9749;Anemia normocrômica
9777;Bacteremia por Clostridium
9778;Abscesso mesentérico
9788;Edema cutâneo
9823;Queimadura química da pele
9875;Eclampsia
9882;Disfunção sexual feminina
9888;Gardnerella testa positivo
9921;Postura
9922;Isquemia no local da injeção
9926;Fístula mamária
9943;Medicamento dispensado ao paciente errado
9952;Distúrbio sensório-motor
9964;Transtorno orgásmico feminino
10023;Interferência de testes laboratoriais
10097;Autofobia
10122;Abscesso vulvar
10152;Infecção por Aeromonas
10240;Diminuição da sensação orgástica
10262;daltonismo
10265;Deficiência de cobre
10298;Sexo durante o sono
10405;Emissão noturna
10407;Lacuna aniônica
10431;Reflexo trigeminocardíaco
10502;Distúrbio da circulação do líquido cefalorraquidiano
10636;Hemorragia por varizes intestinais
10665;Expressão de CD30
10682;Eletrólitos sanguíneos aumentados
10873;Distúrbio do movimento fetal
11082;Teste de soroconversão positivo
11217;Lesão interna
11234;Hepatite adenoviral
11256;Varizes infectadas
11365;Nível de antipsicóticos acima do terapêutico
11514;Síndrome da infusão de propofol
11839;Enterocolite helmíntica
11969;Ecopraxia
11980;Teste de trombocitopenia induzida por heparina
11981;Teste de trombocitopenia induzida por heparina positivo
